input,output
Family plan. The meeting is scheduled for tomorrow afternoon in the office. Please reply when  convenient. Ref 97355.,normal
Meeting reminder. Dinner is planned for Saturday evening at home. Thanks for your help. Ref  76334.,normal
Homework question. Please review the file and send your feedback when you are free. Please  reply when convenient. Ref 68175.,normal
"Limited time offer. Click the link to claim your reward before it expires. No reply is needed, act  now. Ref 8060.",spam
"Action required immediately. Unlock premium access with this one time opportunity. No reply  is needed, act now. Ref 31705.",spam
"Claim your prize now. You have been selected for a special bonus offer. No reply is needed,  act now. Ref 45750.",spam
Order confirmation. The order has been confirmed and details are attached below. Let me  know if anything changes. Ref 90274.,normal
"Limited time offer. This is a limited time deal and you should act fast. No reply is needed, act  now. Ref 8313.",spam
"Claim your prize now. Do not miss this exclusive reward, claim it today. Last chance. Ref  7492.",spam
Claim your prize now. This is a limited time deal and you should act fast. Limited availability.  Ref 48727.,spam
Urgent account alert. Unlock premium access with this one time opportunity. Do not miss this  opportunity. Ref 45884.,spam
Family plan. Let us meet after class to discuss the assignment. Thanks for your help. Ref  67077.,normal
Claim your prize now. You have been selected for a special bonus offer. Offer ends very soon.  Ref 9708.,spam
Weekly schedule. The order has been confirmed and details are attached below. I appreciate  your time. Ref 92339.,normal
"Urgent account alert. Click the link to claim your reward before it expires. No reply is needed,  act now. Ref 7959.",spam
Weekly schedule. I completed the task and shared the latest version for review. Please reply  when convenient. Ref 82702.,normal
Urgent account alert. Please confirm your details to receive your prize. Last chance. Ref  11164.,spam
Congratulations you won. Please confirm your details to receive your prize. Limited availability.  Ref 48384.,spam
Order confirmation. Let us meet after class to discuss the assignment. Looking forward to your  response. Ref 97543.,normal
"Congratulations you won. Your payment failed, update your information right away. Offer ends  very soon. Ref 47442.",spam
Claim your prize now. Unlock premium access with this one time opportunity. Limited  availability. Ref 14105.,spam
Weekly schedule. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 62588.,normal
Appointment follow-up. I completed the task and shared the latest version for review. Looking  forward to your response. Ref 51125.,normal
Urgent account alert. Your account may be suspended unless you respond now. Do not miss  this opportunity. Ref 3856.,spam
Order confirmation. Please review the file and send your feedback when you are free. Let me  know if anything changes. Ref 86343.,normal
Urgent account alert. We detected unusual activity and need verification immediately. Limited  availability. Ref 16132.,spam
Exclusive bonus inside. We detected unusual activity and need verification immediately.  Limited availability. Ref 47169.,spam
"Urgent account alert. Click the link to claim your reward before it expires. No reply is needed,  act now. Ref 37603.",spam
Order confirmation. Can you check this and reply when convenient? Thanks for your help. Ref  67449.,normal
Meeting reminder. Please confirm your availability for the appointment. Thanks for your help.  Ref 97975.,normal
Urgent account alert. This is a limited time deal and you should act fast. Last chance. Ref  26548.,spam
Team discussion. The order has been confirmed and details are attached below. Looking  forward to your response. Ref 72374.,normal
Meeting reminder. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 52930.,normal
Weekly schedule. We need to finalize the timeline before Friday. Let me know if anything  changes. Ref 97907.,normal
Lunch plan. Dinner is planned for Saturday evening at home. Let me know if anything changes.  Ref 88173.,normal
Team discussion. The order has been confirmed and details are attached below. Please reply  when convenient. Ref 52448.,normal
Project update. Please review the file and send your feedback when you are free. I appreciate  your time. Ref 91856.,normal
"Special deal for you. Your payment failed, update your information right away. Offer ends very  soon. Ref 44798.",spam
Free gift waiting. Your account may be suspended unless you respond now. Do not miss this  opportunity. Ref 6116.,spam
Lunch plan. Please confirm your availability for the appointment. Thanks for your help. Ref  51205.,normal
Project update. Please confirm your availability for the appointment. Please reply when  convenient. Ref 96144.,normal
Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Let me know if  anything changes. Ref 55001.,normal
Class notes. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 68038.,normal
Class notes. The order has been confirmed and details are attached below. Let me know if  anything changes. Ref 61931.,normal
"Claim your prize now. Do not miss this exclusive reward, claim it today. Limited availability. Ref  48228.",spam
Free gift waiting. Click the link to claim your reward before it expires. Limited availability. Ref  27435.,spam
Family plan. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your  time. Ref 50490.,normal
Limited time offer. You have been selected for a special bonus offer. Do not miss this  opportunity. Ref 39787.,spam
"Limited time offer. You have been selected for a special bonus offer. No reply is needed, act  now. Ref 7797.",spam
Congratulations you won. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 47715.,spam
Homework question. Can you check this and reply when convenient? I appreciate your time.  Ref 77852.,normal
Verify your account today. You have been selected for a special bonus offer. Do not miss this  opportunity. Ref 38969.,spam
Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Looking forward to  your response. Ref 61638.,normal
Special deal for you. We detected unusual activity and need verification immediately. Offer  ends very soon. Ref 24928.,spam
Team discussion. I completed the task and shared the latest version for review. Thanks for your  help. Ref 63253.,normal
"Verify your account today. Unlock premium access with this one time opportunity. No reply is  needed, act now. Ref 33495.",spam
